"Position (mm) Run #1";"Position (mm) Run #2";"Position (mm) Run #3";"Position (mm) Run #4";"Position (mm) Run #5";"Position (mm) Run #6";"Position (mm) Run #7";"Position (mm) Run #8";"Position (mm) Run #9";"Position (mm) Run #10";"Position (mm) Run #11";"Position (mm) Run #12";"Position (mm) Run #13"
73,6050;17,1475;-18,3107;-3,9141;3,2978;2,3074;10,3200;-1,0984;13,3456;34,2831;13,0557;-9,5188;-11,6478
75,2135;17,6809;-17,4824;-6,1679;1,2493;3,3223;10,1484;0,2058;15,7693;33,7854;11,5415;-10,7393;-12,1639
76,2861;18,0249;-16,2630;-8,2169;-1,0048;4,5259;12,3162;-6,4445;18,0039;33,1155;9,6313;-11,7716;-12,6960
77,0150;18,3864;-15,2631;-10,4705;-3,0535;5,7464;9,1340;-1,8791;20,2561;32,2736;7,9275;-12,8200;-13,0400
77,4205;18,5584;-13,8717;-12,5518;-5,3074;6,7611;11,0768;1,8083;22,3366;31,2595;6,0345;-13,6802;-13,4000
77,2895;18,7480;-12,7001;-14,4448;-7,3726;7,9817;8,5305;2,6849;24,2454;30,0732;4,1414;-14,5563;-13,5880
76,8145;18,7480;-11,1367;-16,3537;-9,4379;9,0305;7,2089;3,3727;25,9645;28,6967;2,2484;-15,2445;-13,5720
76,0156;18,7656;-9,7774;-18,0745;-11,5192;9,8731;9,3736;4,0606;27,7017;27,3562;0,3553;-15,9484;-13,7760
74,7002;18,6112;-8,2301;-19,8111;-13,4122;10,9220;8,5646;4,7485;29,2852;25,6533;-1,5211;-16,4645;-13,5880
72,8275;18,2671;-6,6991;-21,3598;-15,3212;11,7818;7,0860;5,7411;30,4888;23,7602;-3,6028;-16,9964;-13,6040
70,8229;17,9406;-4,9636;-22,9395;-17,0420;12,6589;6,7760;2,7435;31,7106;21,8849;-5,5123;-17,3562;-13,4480
68,2811;17,4246;-3,4328;-24,1439;-18,7629;13,3467;6,0878;6,6401;32,7788;19,8373;-7,2168;-17,5282;-13,1040
65,4144;16,9085;-1,7136;-25,3637;-20,5150;14,0346;5,4335;7,3449;33,4667;17,5999;-9,1261;-17,7160;-12,7760
61,9907;16,4099;0,0055;-26,3960;-21,8916;14,7398;4,6207;7,8609;34,1913;15,3799;-10,8469;-17,7160;-12,2441
58,4141;15,7392;1,7414;-27,4589;-23,2836;15,2558;0,9151;8,3768;34,5352;12,9702;-12,5678;-17,7318;-11,9322
54,4924;14,8790;3,2719;-28,1470;-24,4880;15,7891;2,3031;8,8927;34,9160;10,5605;-14,3046;-17,5598;-11,2283
50,2062;14,0361;5,0079;-28,8656;-25,7232;16,1331;1,6484;9,4258;34,9344;8,1679;-15,8692;-17,4036;-10,7285
45,7473;13,0038;6,5552;-29,2096;-26,5834;16,4945;0,5994;9,7697;34,7808;5,5859;-17,2457;-17,0754;-10,0406
41,1345;11,9715;8,1025;-29,5840;-27,4742;16,6665;-0,2442;10,1308;34,4551;3,0040;-18,6380;-16,5595;-9,3689
36,1392;10,9392;9,6498;-29,5840;-27,9902;16,8560;-1,2765;10,2857;33,9757;0,4221;-19,8424;-16,0594;-8,5091
31,1805;9,9240;11,2143;-29,5992;-28,5216;16,8560;-2,3253;10,6812;33,1155;-2,1599;-21,0624;-15,3715;-7,6493
25,8402;8,7367;12,5898;-29,4575;-28,8808;16,8735;-3,1855;10,7154;32,2736;-4,7582;-22,1103;-14,6996;-6,8059
20,5176;7,3431;13,9652;-28,9416;-29,0528;16,7190;-4,0458;8,2731;31,2777;-7,1516;-22,9860;-13,8398;-5,7578
15,0048;6,1387;15,3755;-28,4409;-29,2552;16,3575;-4,9060;7,7943;29,9012;-9,7497;-23,6741;-12,9960;-4,9144
9,5091;4,9512;16,3897;-27,7683;-29,0984;16,2204;-5,7662;11,0080;28,5427;-12,1594;-24,3777;-11,9643;-3,8827
3,8069;3,5746;17,6283;-26,9238;-28,7696;15,6869;-6,6264;11,0252;27,0120;-14,5850;-24,9092;-10,9487;-2,8510
-1,6894;2,1981;18,4706;-25,9075;-28,2537;15,3603;-7,5029;10,8532;25,3091;-16,8225;-25,2686;-9,7451;-1,8194
-7,3910;0,8048;19,5375;-24,7039;-27,7530;14,8616;-8,1910;10,6812;23,4339;-19,0757;-25,4406;-8,5416;-0,7877
-12,9039;-0,3830;20,2254;-23,5158;-27,0958;14,1734;-8,8792;10,7842;21,3686;-21,1409;-25,6434;-7,3380;0,2440
-18,4324;-1,7595;20,9309;-22,1559;-26,0641;13,5026;-9,5673;8,2847;19,3210;-23,2371;-25,4714;-6,1507;1,2757
-23,7882;-3,1361;21,4646;-20,6242;-25,0478;12,6424;-10,2716;0,0276;17,1011;-24,9580;-25,3148;-4,7589;2,3242
-28,9864;-4,5290;21,8085;-18,9050;-23,8442;11,7822;-10,7877;3,0743;14,6914;-26,6942;-24,9862;-3,5718;3,1672
-33,8091;-5,7335;22,1702;-17,2017;-22,6716;10,9220;-11,3198;9,1502;12,2817;-28,2581;-24,4857;-2,1963;4,1988
-38,6466;-6,9379;22,3600;-15,3107;-21,1088;10,0789;-11,6639;8,8233;9,8892;-29,6498;-23,8133;-0,8209;5,2474
-43,3404;-8,1423;22,3600;-13,4357;-19,7646;9,0466;-12,0079;8,3072;7,3072;-30,8694;-22,9535;0,5546;6,1072
-47,4734;-9,3467;22,3778;-11,3730;-18,0455;8,0314;-12,3519;7,8082;4,7253;-31,9167;-22,1093;1,9300;6,9670
-51,6345;-10,5673;22,2235;-9,3264;-16,3422;6,8099;-12,7280;7,1030;2,1434;-32,7920;-21,0932;3,3055;7,8268
-55,4643;-11,5996;21,8972;-7,0755;-14,4512;5,7946;-12,7120;6,6039;-0,4386;-33,4951;-19,8896;4,6978;8,7037
-58,7492;-12,6479;21,3812;-5,0292;-12,5762;4,5902;-12,9000;5,9158;-3,0205;-34,0261;-18,7017;5,8844;9,3915
-61,8751;-13,5081;20,8828;-2,7946;-10,5135;3,3689;-12,9000;5,2276;-5,6025;-34,3851;-17,3420;7,2769;10,0794
-64,6562;-14,3843;20,2123;-0,5601;-8,4507;2,3701;-12,9160;4,5395;-8,2006;-34,5869;-15,7947;8,4805;10,7844
-67,0925;-15,0724;19,3521;1,6745;-6,3880;0,9602;-12,7440;3,8514;-10,6103;-34,4299;-14,2474;9,6841;11,3004
-69,1973;-15,7606;18,5095;3,9090;-4,3252;-0,0555;-12,5720;3,1800;-13,0200;-34,0859;-12,7161;10,9048;11,8335
-70,7722;-16,4645;17,4947;6,1436;-2,2790;-1,2599;-12,4161;2,3031;-15,4456;-33,7718;-10,9970;11,9538;12,1775
-72,0158;-16,9964;16,2728;8,3952;-0,0278;-2,4643;-12,0721;1,6317;-17,6830;-33,0990;-9,2940;12,7963;12,5214
-72,7300;-17,3404;15,2753;10,4579;2,0182;-3,6687;-11,7442;0,7547;-19,9362;-32,2542;-7,4031;13,8453;12,8827
-73,1000;-17,7002;13,8988;12,5207;4,2696;-4,8896;-11,2283;0,0666;-22,0170;-31,2376;-5,5121;14,7225;13,0547
-73,1390;-17,8722;12,5222;14,6008;6,3324;-5,9055;-10,7123;-0,6049;-23,9255;-30,0492;-3,6212;15,4103;13,2440
-72,6491;-18,0600;11,1629;16,4918;8,3952;-7,1262;-10,2126;-1,4817;-25,6463;-28,6889;-1,7302;16,0982;13,2440
-71,8154;-18,0600;9,6142;18,4003;10,4751;-8,1585;-9,5247;-2,1533;-27,3825;-27,1416;0,1608;16,8035;13,2613
-70,6512;-18,0757;8,0655;20,1371;12,3488;-9,2071;-8,8368;-3,0300;-28,9464;-25,6251;2,0517;17,3370;13,0893
-68,9584;-17,9195;6,5338;21,6844;14,4463;-10,0673;-8,1652;-3,7181;-30,3532;-23,7341;3,9427;17,6809;12,9173
-66,9222;-17,5755;4,7960;23,2495;16,1654;-10,9275;-7,2891;-4,4063;-31,3855;-21,8587;5,8336;18,0424;12,7626
-64,5428;-17,2316;3,2641;24,6250;17,8846;-11,7877;-6,6176;-4,8811;-32,4329;-19,8116;7,7416;18,2320;12,4185
-61,8201;-16,9192;1,5433;26,0363;19,6213;-12,6639;-5,7578;-8,2464;-33,3230;-17,5770;9,4608;18,2320;12,0918
-58,7405;-16,2155;-0,1942;27,0680;21,1863;-13,3521;-4,9144;-6,2987;-33,8391;-15,3583;11,1799;18,2496;11,5757
-55,5172;-15,7155;-1,7264;28,1177;22,5618;-14,0562;-3,8663;-7,0031;-34,3851;-12,9520;12,9163;18,0776;11,0768
-51,7514;-15,0435;-3,4637;28,9956;23,9551;-14,5722;-3,0230;-7,5192;-34,5571;-10,5618;14,4636;17,9231;10,3887
-47,8285;-14,1837;-4,9960;29,7016;25,1945;-15,1042;-1,9748;-8,0515;-34,7589;-7,9675;16,0284;17,5791;9,7005
-43,5627;-13,3399;-6,7332;30,2357;26,0363;-15,4482;-1,1316;-8,3793;-34,6018;-5,5776;17,4038;17,2525;9,0124
-38,9250;-12,3082;-8,2819;30,5978;27,1040;-15,8081;-0,0999;-8,9116;-34,2728;-2,9995;18,7969;16,7539;8,3413
-34,3171;-11,2765;-9,8467;30,7880;27,7918;-15,9801;0,9485;-9,2556;-33,7868;-0,4214;20,0181;16,0658;7,4811
-29,3515;-10,2448;-11,2233;30,7880;28,5158;-16,1680;1,7916;-9,6158;-32,9270;2,1566;21,0498;15,3777;6,6379
-24,1992;-9,2293;-12,5998;30,8244;28,8598;-16,1680;2,8400;-9,7717;-32,0823;4,7347;22,0992;14,7243;5,5886
-19,0469;-8,0420;-13,9924;30,4985;29,2219;-16,1838;3,6830;-10,1319;-31,0657;7,3298;22,9768;13,6747;4,7453
-13,9106;-6,6502;-15,1968;29,9824;29,4120;-16,0118;4,7316;-10,3200;-29,8924;9,7190;23,6825;12,8317;3,7130
-8,5868;-5,4466;-16,4170;29,5026;29,4301;-15,8557;5,5914;-10,3200;-28,3451;12,3315;24,1984;11,7994;2,6639
-3,2631;-4,2595;-17,4651;28,6424;29,2762;-15,5117;6,4511;-10,3200;-26,8131;14,5661;24,7322;10,7843;1,8204
2,0439;-2,8840;-18,3253;27,8002;28,9503;-15,1837;7,3109;-10,0617;-25,1093;16,8006;25,1120;9,5799;0,7881
7,5732;-1,5086;-19,2012;26,7859;28,4523;-14,6677;8,1878;-12,7357;-23,2339;19,0528;25,0941;8,3755;-0,2442
12,7082;-0,1165;-19,8894;25,5994;27,7642;-14,1678;8,8756;-16,3357;-21,1711;21,1155;25,3019;7,1711;-1,2765
18,0494;1,0704;-20,5931;24,2408;27,1120;-13,4799;9,5635;-5,7246;-19,1240;23,2139;25,1478;5,9836;-2,3088
23,2195;2,4458;-21,1248;22,6921;26,0797;-12,7920;10,2514;-182,6848;-16,9053;24,9330;24,8038;4,6070;-3,3576
28,2003;3,8381;-21,4688;21,1611;25,0653;-12,1202;10,9564;-9,6643;-14,4989;26,6702;24,4955;3,2137;-4,2014
33,2176;5,0248;-21,8440;19,4402;23,8787;-11,2604;11,4723;-9,3204;-12,0926;28,2355;23,8074;2,0260;-5,2501
37,8739;6,4172;-21,8440;17,7544;22,5022;-10,4168;11,9883;-8,9926;-9,7025;29,6291;23,1192;0,6495;-6,1103
42,3776;7,6208;-21,8596;15,6718;21,1434;-9,3689;12,5214;-8,4767;-7,1244;30,8508;22,4666;-0,7271;-6,9705
46,5196;8,8244;-21,6876;13,7961;19,6123;-8,5416;12,8654;-7,9608;-4,5463;31,9008;21,4343;-2,1036;-7,8307
50,4902;10,0451;-21,5311;11,7308;17,8914;-7,3217;13,2267;-7,4448;-1,9683;32,7788;20,4197;-3,4967;-8,7071
54,3280;11,0768;-21,2028;9,6827;16,1880;-6,2900;13,3814;-6,9289;0,6098;33,4850;19,2153;-4,6847;-9,3953
57,6320;12,1085;-20,7025;7,4453;14,2950;-5,2747;13,7600;-6,4293;3,1879;34,0376;18,0460;-6,0776;-10,0834
60,5731;13,1575;-20,0146;5,1909;12,4192;-4,0711;13,7427;-5,4467;5,7659;34,2096;16,4798;-7,2820;-10,7877
63,3626;14,0172;-19,3424;3,1425;10,3540;-2,8675;13,9493;-8,4410;8,3611;34,4184;15,1207;-8,4864;-11,3037
65,8286;14,8770;-18,4983;0,9050;8,2888;-1,6640;13,7600;-4,3657;10,7502;34,2647;13,5893;-9,7070;-11,8198
67,7597;15,7543;-17,4667;-1,3324;6,2235;-0,4604;13,7773;-3,4307;13,3629;33,9207;11,8684;-10,7393;-12,3519
69,3472;16,4596;-16,4350;-3,5699;4,1583;0,7432;13,6053;-5,5531;15,5800;33,6133;10,1476;-11,7716;-12,7120
70,5911;16,9755;-15,4350;-5,8073;2,1098;1,9468;13,4506;-5,2993;18,0214;32,9435;8,4438;-12,8200;-12,8680
71,4913;17,4914;-14,0436;-8,0610;-0,1443;3,1672;13,1066;-1,8194;20,0842;32,1015;6,5338;-13,6961;-13,2440
72,0680;18,0424;-12,8561;-10,1263;-2,2095;4,1820;12,7626;-0,7711;22,1647;31,0874;4,8298;-14,3843;-13,2280
72,0883;18,1969;-11,4967;-12,2076;-4,2583;5,3856;12,4358;0,3553;24,0556;29,9012;2,9368;-15,0724;-13,4160
71,9972;18,5760;-9,9494;-14,1006;-6,5121;6,6061;11,9197;-2,0509;25,9645;28,5427;1,0437;-15,7764;-13,4320
71,1572;18,5584;-8,4021;-15,9937;-8,5936;7,6378;11,4209;1,6531;27,7197;27,0120;-0,8493;-16,2925;-13,2600
70,1854;18,7656;-6,8548;-17,9025;-10,4705;8,6695;10,7327;2,3409;29,0952;25,3091;-2,7424;-16,8244;-13,0880
68,6769;18,5936;-5,3238;-19,6390;-12,5678;9,7012;10,0446;3,0120;30,4888;23,4160;-4,6354;-17,1842;-12,9320
66,8239;18,4216;-3,5882;-21,1877;-14,2727;10,7501;9,3565;3,8886;31,7106;21,5407;-6,5448;-17,3562;-12,6041
64,6262;18,2671;-2,0575;-22,7674;-16,1816;11,6098;8,6854;4,5765;32,7788;19,4931;-8,2494;-17,5440;-12,0881
62,0838;17,9406;-0,3383;-23,9564;-17,9182;12,4869;7,8252;5,2643;33,4667;17,2557;-10,1586;-17,5598;-11,5722
59,1966;17,4246;1,3808;-25,3637;-19,4669;13,1748;6,9650;5,9522;34,1913;15,0182;-11,8955;-17,3878;-11,0563
55,9449;16,9260;3,1168;-26,4114;-21,0312;13,8626;6,1048;6,6571;34,5352;12,8154;-13,4442;-17,2158;-10,5565
52,5401;16,2378;4,6472;-27,2716;-22,4233;14,5679;5,2446;7,1560;34,9160;10,2162;-14,9929;-17,0596;-9,8686
48,7710;15,5671;6,3833;-28,1623;-23,6277;15,0838;4,4012;7,8609;34,9344;7,8236;-16,5574;-16,7314;-9,1969
44,8483;14,7069;7,9306;-28,6784;-24,8476;15,6171;3,3521;8,3768;34,7808;5,2248;-17,9497;-16,2314;-8,3209
40,5429;13,8467;9,4779;-29,2096;-25,8952;15,9611;2,5087;8,9098;34,4551;2,8319;-19,1542;-15,5276;-7,6493
36,2745;13,0038;11,0424;-29,5840;-26,7708;16,3051;1,4596;9,2538;33,9574;0,2499;-20,3742;-15,0435;-6,7896
31,6425;11,9715;12,4178;-29,5840;-27,4742;16,6840;0,6161;9,5977;33,3059;-2,3320;-21,4221;-14,1678;-5,9461
26,8378;10,9564;13,8106;-29,5992;-28,0055;16,6665;-0,4329;9,9417;32,2736;-4,9139;-22,2823;-13,5118;-4,8980
21,8425;9,7520;15,0142;-29,4424;-28,3495;16,8560;-1,2765;10,2857;31,2595;-7,5122;-23,1580;-12,4802;-4,0547
16,8648;8,5475;16,2178;-29,1136;-28,7240;16,8735;-2,3253;10,6468;30,0914;-9,9219;-23,8616;-11,4485;-3,0230
11,7143;7,3431;17,4389;-28,6129;-28,7240;16,7015;-3,1855;10,8188;28,5427;-12,3315;-24,3931;-10,4168;-1,9913
6,3570;6,1557;18,4881;-27,9403;-28,7392;16,5470;-4,0293;11,0252;27,0120;-14,7571;-24,7372;-9,4013;-0,9430
1,1893;4,7791;19,3655;-27,0958;-28,5977;16,2029;-5,0780;11,0596;25,3091;-16,9946;-25,1120;-8,1977;-0,0999
-3,9785;3,3857;20,0357;-26,0641;-28,0817;15,8763;-5,9546;8,5146;23,4339;-19,2634;-25,1120;-6,9941;0,9318
-9,1624;2,1981;20,9309;-25,0632;-27,5811;15,3603;-6,6264;9,5628;21,3686;-21,1409;-25,1274;-5,8069;1,9635
-14,1577;0,8215;21,4646;-23,6877;-26,9085;14,8442;-7,5029;8,4963;19,3210;-23,2371;-24,9708;-4,4150;3,0120
-19,1686;-0,5550;21,8085;-22,3278;-26,0487;14,3455;-8,1748;7,6889;17,0835;-24,9580;-24,6423;-3,2279;3,8549
-24,0069;-1,9481;22,1702;-20,7805;-25,2197;13,6747;-9,0674;8,0514;14,8635;-26,6942;-24,1263;-1,8525;4,9035
-28,6724;-3,1361;22,3422;-19,2646;-24,0161;12,8145;-9,5673;10,3372;12,4711;-28,2581;-23,6259;-0,4604;5,7633
-33,1652;-4,5290;22,5320;-17,3578;-22,8281;11,9542;-10,2716;10,1823;9,8720;-29,6650;-22,9535;0,7265;6,6231
-37,4706;-5,7335;22,5676;-15,6545;-21,4682;11,0940;-10,7877;9,8554;7,4794;-30,6822;-22,1093;2,1020;7,4999
-41,8197;-6,9379;22,2058;-13,7795;-19,9209;10,2510;-11,3198;9,3222;4,8974;-31,9318;-21,0776;3,4774;8,1707
-45,6223;-8,1423;22,0693;-11,7168;-18,3893;9,2187;-11,6639;8,9953;2,3155;-32,6199;-20,0615;4,8697;9,0476
-49,2523;-9,3467;21,5532;-9,6702;-16,6702;8,1864;-12,0079;8,4792;-0,2665;-33,3230;-18,8736;6,0733;9,7526
-52,7378;-10,5673;21,0548;-7,4193;-14,9669;7,1711;-12,3680;7,9802;-2,8484;-33,8690;-17,4982;7,2769;10,2685
-55,6781;-11,5996;20,3843;-5,3730;-13,0919;5,9666;-12,5400;7,2750;-5,4303;-34,0411;-16,1386;8,4805;10,7844
-58,4598;-12,6479;19,5241;-3,1384;-11,0131;4,7453;-12,7280;6,7760;-8,0285;-34,2429;-14,5913;9,7012;11,3004
-60,8967;-13,5081;18,6639;-0,9039;-9,1383;3,7299;-12,7280;6,0709;-10,4382;-34,0709;-13,0600;10,7329;11,8335
-63,0025;-14,3843;17,8388;1,3307;-7,0755;2,5254;-12,7280;5,5886;-12,8479;-33,9289;-11,3408;11,7646;12,1947
-64,5646;-15,0724;16,6344;3,5821;-5,0128;1,3210;-12,7440;4,7115;-15,2735;-33,4279;-9,6217;12,8135;12,3667
-65,9812;-15,7606;15,4299;5,6279;-2,9665;0,1166;-12,5720;4,0234;-17,5267;-32,7551;-7,9188;13,6733;12,5387
-66,8681;-16,4645;14,2429;7,8795;-0,7154;-1,0878;-12,4000;3,3353;-19,5920;-31,9103;-6,0115;14,5505;12,7107
-67,4107;-16,9964;12,8663;9,9422;1,3474;-2,2923;-12,2441;2,6639;-21,6572;-30,8937;-4,3088;15,2384;12,9173
-67,6093;-17,3404;11,5070;12,0050;3,3933;-3,4967;-11,9162;1,7870;-23,7534;-29,7053;-2,4178;15,9437;12,7280
-67,4638;-17,7002;9,9583;14,0851;5,6448;-4,7175;-11,3842;1,1155;-25,4742;-28,3451;-0,5269;16,4771;12,7453
-66,9878;-17,8722;8,4096;15,9761;7,7246;-5,7335;-11,0563;0,2386;-27,2257;-26,8131;1,3641;16,8035;12,5733
-65,9695;-18,0600;6,8609;17,8846;9,5984;-6,9542;-10,5565;-0,2665;-28,6022;-25,0939;3,2551;17,3545;12,4185
-64,8061;-18,0600;5,3292;19,6037;11,6784;-7,9865;-9,8525;-3,1949;-29,9940;-23,4058;5,1629;17,5265;12,0745
-63,1139;-18,0757;3,6083;21,3406;13,5694;-9,0350;-9,3527;-1,9812;-31,2135;-21,3430;6,8651;17,6985;11,7477
-61,0783;-17,9195;1,8707;22,9056;15,4778;-9,8791;-8,6649;-2,8580;-32,2759;-19,2802;8,7731;17,9055;11,2316
-58,6857;-17,5755;0,3387;24,2989;17,1969;-10,9275;-7,9932;-3,5461;-32,9640;-17,2490;10,5094;17,7335;10,7327
-56,1492;-17,2474;-1,3822;25,5025;18,9336;-11,8038;-7,1335;-4,2342;-33,6821;-14,8268;12,0395;17,5615;10,0446
-53,0699;-16,7314;-3,1196;26,7241;20,4986;-12,4759;-6,2573;-4,9224;-34,0261;-12,6083;13,7933;17,4070;9,3565
-49,8333;-16,2314;-4,6518;27,7738;21,8741;-13,3681;-5,6022;-5,6105;-34,4000;-10,2181;15,1513;17,0630;8,6683
-46,2394;-15,5435;-6,3890;28,6517;23,2673;-13,8682;-4,5541;-6,3150;-34,4149;-7,6400;16,7336;16,7365;7,9972
-42,4886;-14,8715;-7,9377;29,3576;24,4888;-14,5882;-3,6943;-6,8311;-34,2579;-5,0456;17,9372;16,2378;7,1370
-38,3803;-14,0117;-9,5026;29,8917;25,5204;-14,9163;-2,8510;-7,3472;-33,9289;-2,6558;19,1408;15,5497;6,2768
-34,0856;-13,1679;-10,8792;30,2357;26,5881;-15,4482;-1,8028;-7,8632;-33,4279;-0,0777;20,3620;14,8790;5,4166
-29,8213;-12,1363;-12,2557;30,6160;27,2759;-15,8081;-0,9596;-8,3793;-32,7551;2,5004;21,4114;14,0188;4,5564
-25,1835;-11,1046;-13,6482;30,6342;27,9819;-15,9801;0,0887;-8,9116;-31,9254;5,0784;22,2889;13,1585;3,7130
-20,5770;-10,0729;-14,8527;30,4622;28,5158;-16,1522;0,9318;-9,2556;-30,7218;7,6735;22,9768;12,3156;2,6807
-15,5804;-9,0736;-16,0729;30,3265;28,8779;-16,3558;1,9803;-9,5997;-29,5334;10,0798;23,7003;11,2833;1,6317
-10,7872;-7,6819;-17,1052;29,8104;29,0680;-16,1680;2,8400;-9,9598;-28,1732;12,4862;24,0443;10,2681;0,7881
-5,8064;-6,4783;-18,1533;29,3306;29,0861;-16,1838;3,6830;-10,1319;-26,6412;14,9099;24,3883;9,0637;-0,2442
-0,8256;-5,2911;-19,0292;28,4704;28,9141;-16,0277;4,7316;-10,3039;-24,9374;17,1619;24,7680;7,8593;-1,2765
4,1551;-3,8992;-19,7173;27,6282;28,7783;-15,6837;5,5914;-10,4920;-23,0620;19,2247;24,7859;6,6549;-2,3253
9,1359;-2,7121;-20,4211;26,6139;28,2622;-15,3556;6,4511;-10,4920;-20,9992;21,3051;24,6139;5,4674;-3,1691
14,1340;-1,3367;-20,9528;25,4274;27,7822;-14,8397;7,3279;-10,4920;-18,9521;23,1961;24,4597;4,0740;-4,2178
18,9433;0,0388;-21,2968;24,0508;26,9220;-14,3238;7,9988;-10,5081;-16,7334;25,1228;24,1336;2,8864;-5,0780
23,7882;1,4310;-21,6564;22,6921;26,0797;-13,8238;8,8756;-10,3361;-14,3271;26,6702;23,6353;1,5098;-5,9382
28,2544;2,6178;-21,8440;21,1611;25,0474;-13,1520;9,5806;-10,1641;-11,9207;28,2355;22,9472;0,1166;-6,7985
32,7388;3,9932;-21,8440;19,4578;24,0508;-12,2922;10,0794;-9,9921;-9,5144;29,6291;22,2768;-1,0712;-7,6587
37,0704;5,3856;-21,8751;17,5648;22,6743;-11,4324;10,7844;-9,8363;-7,1244;30,8508;21,4343;-2,4643;-8,5351
41,0406;6,5891;-21,5311;15,6718;21,3154;-10,5726;11,3004;-9,4923;-4,5463;31,9190;20,4197;-3,6523;-9,2232
44,8393;7,7927;-21,2028;13,7961;19,7667;-9,7290;11,8335;-9,1322;-1,9683;32,6069;19,2153;-5,0452;-9,9275
48,4856;8,9963;-20,6868;11,7308;18,2356;-8,6973;12,1602;-8,7170;0,6098;33,3131;18,0284;-6,2496;-10,4436
51,7697;10,1999;-20,1866;9,6827;16,5322;-7,6656;12,7107;-11,6894;3,1879;33,8657;16,6519;-7,4541;-10,9597
54,9017;11,4207;-19,5144;7,4283;14,6392;-6,6502;12,8654;-7,8050;5,7659;34,0376;15,2927;-8,6747;-11,4758
57,6905;12,4696;-18,6546;5,3799;12,7462;-5,4303;13,2267;-7,1009;8,3440;34,2464;13,7440;-9,7070;-12,0079
60,1361;13,3121;-17,8106;3,1425;10,8703;-4,4150;13,4160;-6,6013;10,9392;34,0927;12,2126;-10,7393;-12,3519
62,2384;14,3612;-16,7947;0,9050;8,8051;-3,2114;13,4160;-5,8971;13,3629;33,7670;10,4917;-11,7877;-12,7120
63,9972;15,2384;-15,5911;-1,3324;6,7398;-2,0078;13,4160;-5,3811;15,5800;33,2693;8,7709;-12,6479;-12,8840
65,4125;15,9262;-14,3875;-3,5699;4,6746;-0,8043;13,4333;-4,8980;18,0214;32,5994;7,0500;-13,5081;-13,0720
66,5041;16,6316;-13,2159;-5,8237;2,6094;0,3993;13,2613;-4,0382;20,0842;31,7574;5,3461;-14,3843;-13,0720
67,0400;17,1475;-11,6525;-7,8889;0,5441;1,6029;13,0893;-3,1620;22,1647;30,7433;3,4530;-15,0883;-13,0880
67,4440;17,6634;-10,2932;-9,9542;-1,5045;2,8065;12,9346;-2,4906;24,0556;29,5570;1,5600;-15,6044;-12,9160
67,3120;18,2144;-8,7459;-12,0194;-3,7585;4,0100;12,5906;-1,6143;25,9825;28,1985;-0,3330;-16,1363;-12,7440
66,8360;18,3689;-7,1986;-14,1006;-5,8237;5,2305;12,2465;-0,9264;27,5298;26,6678;-2,2426;-16,4803;-12,5880
66,0157;18,7480;-5,6677;-16,0095;-7,9052;6,2453;11,9197;-0,2552;29,0952;24,9649;-3,9470;-16,8402;-12,2441
64,8510;18,7304;-3,9321;-17,7304;-9,7821;7,4659;11,4037;0,6213;30,5070;23,0718;-5,8564;-17,0122;-11,9162
63,3420;18,9376;-2,4013;-19,4512;-11,8634;8,4976;10,9048;1,2924;31,5386;21,1965;-7,5773;-17,2000;-11,4002
61,4687;18,7656;-0,6822;-21,2033;-13,7724;9,5464;10,2166;2,1690;32,5886;19,1489;-9,2982;-17,2158;-10,8843
59,4623;18,5936;1,0370;-22,5798;-15,4933;10,3890;9,5285;2,8400;33,4850;16,9114;-11,0190;-17,0438;-10,3845
56,8999;18,4567;2,7729;-23,9718;-17,2141;11,4379;8,8404;3,7167;34,0010;14,6740;-12,7559;-16,8876;-9,6967
54,1845;17,9231;4,3034;-25,1763;-18,9664;12,3149;8,1693;4,4045;34,5536;12,4711;-14,3205;-16,5436;-9,0088
51,1049;17,6141;6,0394;-26,4114;-20,3429;12,9855;7,3091;5,0924;34,7256;9,8720;-15,6971;-16,2155;-8,3372
47,8719;16,9085;7,5867;-27,2716;-21,7195;13,8800;6,4319;5,7802;34,9344;7,4794;-17,0894;-15,6996;-7,4774
44,2939;16,4099;9,1340;-28,1623;-23,1115;14,3785;5,7776;6,4851;34,7808;4,8805;-18,2939;-15,1996;-6,6176
40,3333;15,7392;10,6813;-28,6784;-24,3314;15,0838;4,7284;6,9840;34,4551;2,4876;-19,4983;-14,5117;-5,7578
36,4098;14,8790;12,2632;-29,2096;-25,3791;15,6171;3,8682;7,9446;33,9757;-0,0943;-20,7339;-13,8398;-4,8980
32,1044;14,0361;13,4494;-29,5688;-26,2547;15,9611;3,0248;5,3884;33,1155;-2,6763;-21,5942;-12,9960;-4,0547
27,8351;13,0038;14,8423;-29,7712;-26,9428;16,3225;1,9757;8,5317;32,2736;-5,2746;-22,4699;-11,9483;-3,0065
23,1848;11,9715;16,0458;-29,5992;-27,6615;16,4945;1,1322;9,2538;31,2777;-7,6843;-23,1735;-11,1046;-2,1632
18,5346;10,9392;17,2669;-29,4424;-28,0055;16,6665;0,0833;9,5977;29,9012;-10,0940;-23,6896;-10,0890;-1,1316
13,9017;9,9240;18,3162;-29,1136;-28,3648;16,8560;-0,7603;9,9417;28,5427;-12,5037;-24,2366;-8,8692;-0,0832
