"Position (mm) Run #1";"Position (mm) Run #2"
-18,5581;15,5006
-16,5083;15,3491
-14,2737;15,0051
-12,0392;14,6611
-9,8179;14,3376
-7,3982;13,8215
-5,1771;13,3259
-2,7572;12,6378
-0,5364;11,9496
1,8838;11,2818
4,1044;10,4216
6,5248;9,5614
8,7593;8,7215
10,9939;7,6689
13,2428;6,8289
15,3056;5,8167
17,3684;4,5922
19,4459;3,5599
21,3368;2,5475
23,2278;1,3232
25,1337;0,3107
26,8680;-0,9134
28,4153;-1,9260
29,9779;-3,1501
31,3533;-4,1628
32,7442;-5,4063
33,9632;-6,2470
34,9949;-7,2793
36,0421;-8,3117
36,9175;-9,3633
37,6054;-10,2235
38,3089;-11,1030
38,8406;-11,7911
39,2003;-12,4793
39,3723;-13,1866
39,5600;-13,7026
39,5757;-14,2378
39,4195;-14,5818
39,0754;-14,9259
38,7471;-15,2890
38,2467;-15,4610
37,5742;-15,6520
36,7140;-15,6710
35,8694;-15,4990
34,8371;-15,3270
33,8202;-15,1741
32,6312;-14,8301
31,2700;-14,5052
29,7213;-13,9893
28,1726;-13,4925
26,6390;-12,8047
24,9332;-12,1168
23,0252;-11,4289
21,3340;-10,7603
19,2540;-9,9006
17,3756;-9,0601
15,3104;-8,0284
13,2596;-6,9773
11,0222;-6,1370
8,7705;-5,1248
6,7335;-3,9017
4,3098;-2,8700
2,0723;-1,8580
-0,1651;-0,6346
-2,4026;0,3772
-4,6400;1,6007
-6,8775;2,6324
-9,1283;3,6840
-11,1803;4,5038
-13,4308;5,7475
-15,4961;6,5872
-17,5742;7,6391
-19,4673;8,5191
-21,3603;9,1867
-23,2533;10,0668
-25,1714;10,7343
-26,7077;11,6348
-28,4409;12,1508
-30,0019;12,6667
-31,3784;13,1826
-32,7671;13,7190
-33,9836;14,0835
-35,0159;14,2555
-36,0482;14,4275
-37,1043;14,6200
-37,7925;14,6200
-38,4925;14,6200
-39,0085;14,6405
-39,5482;14,4891
-39,7202;14,1450
-39,9040;13,8215
-39,9040;13,3054
-39,9275;12,7893
-39,5836;12,2937
-39,2514;11,6055
-38,7355;10,9378
-38,2314;10,0572
-37,5555;9,3894
-36,6957;8,5089
-35,8479;7,8410
-34,8282;7,0009
-33,6246;5,9686
-32,4332;4,9163
-31,0699;4,0761
-29,5226;3,0437
-27,9877;2,0314
-26,2686;0,8071
-24,5494;-0,2252
-22,8429;-1,2378
-20,9519;-2,4816
-19,0738;-3,3222
